timestamp,icao24,callsign,aircraft_type,latitude,longitude,altitude_meters,velocity_m_s,estimated_co2_kg
2025-12-07T18:28:56.590617,aa69db,ENY3575,E175,27.7026,-97.506,5273.04,199.44,48894.71
2025-12-07T18:28:56.590617,a6eb18,N545GC,DEFAULT,34.6224,-120.4355,1615.44,94.41,30588.84
2025-12-07T18:28:56.590617,aaf656,VXP466,DEFAULT,41.2688,-72.8904,,0.9,291.6
2025-12-07T18:28:56.590617,c08429,CGYBG,DEFAULT,27.3353,-82.5461,190.5,48.23,15626.52
2025-12-07T18:28:56.590617,acdfae,N929AW,DEFAULT,42.3437,-87.8212,3596.64,168.71,54662.04
2025-12-07T18:28:56.590617,a46e40,DAL1538,A320,40.0334,-73.4977,5189.22,198.96,64534.67
2025-12-07T18:28:56.590617,a1d8fd,UAL919,B737,44.5085,-69.2229,10972.8,204.55,60751.35
2025-12-07T18:28:56.590617,aa56b4,UAL1500,B737,41.7439,-93.2622,9837.42,209.29,62159.13
2025-12-07T18:28:56.590617,ad3c27,DAL2793,A320,33.6568,-84.8756,1485.9,103.76,33655.59
2025-12-07T18:28:56.590617,80161a,IGO1807,DEFAULT,41.8779,44.6861,2026.92,87.67,28405.08
2025-12-07T18:28:56.590617,801627,AXB1121,DEFAULT,26.755,84.3493,11574.78,192.77,62457.48
2025-12-07T18:28:56.590617,4952c1,TAP783,DEFAULT,55.9642,11.9178,11582.4,215.72,69893.28
2025-12-07T18:28:56.590617,ad5628,DAL2577,A320,40.8249,-74.3615,2872.74,154.34,50061.72
2025-12-07T18:28:56.590617,a1c5e0,ENY4048,E175,37.3913,-78.4216,5486.4,175.78,43094.22
2025-12-07T18:28:56.590617,a22248,N2368P,DEFAULT,29.1175,-80.9444,152.4,19.15,6204.6
2025-12-07T18:28:56.590617,88045a,AIQ597,DEFAULT,18.8618,108.2067,10363.2,229.16,74247.84
2025-12-07T18:28:56.590617,a89eb9,N65453,DEFAULT,45.4447,-93.2906,548.64,35.63,11544.12
2025-12-07T18:28:56.590617,4952c6,TAP438T,DEFAULT,48.2033,1.532,3581.4,173.36,56168.64
2025-12-07T18:28:56.590617,acdfab,DAL3073,A320,33.6368,-84.4344,,4.37,1417.45
2025-12-07T18:28:56.590617,a042ff,N116FE,DEFAULT,42.4684,-71.2636,68.58,72.62,23528.88
2025-12-07T18:28:56.590617,4952c8,TAP4BE,DEFAULT,39.201,-8.6359,8290.56,215.06,69679.44
2025-12-07T18:28:56.590617,39de46,TVF79ZM,DEFAULT,39.7458,2.8065,2148.84,124.58,40363.92
2025-12-07T18:28:56.590617,8a02cd,GIA860,DEFAULT,2.1445,103.857,12192,246.87,79985.88
2025-12-07T18:28:56.590617,440db0,EJU74FZ,DEFAULT,45.3648,8.7959,1554.48,115.42,37396.08
2025-12-07T18:28:56.590617,a2ded8,SWA3159,DEFAULT,43.0058,-122.3562,8237.22,185.58,60127.92
2025-12-07T18:28:56.590617,39de47,TVF68PN,DEFAULT,48.4891,7.718,10668,224.82,72841.68
2025-12-07T18:28:56.590617,ac2f5a,SWA879,DEFAULT,42.0087,-85.8157,8900.16,263.91,85506.84
2025-12-07T18:28:56.590617,ac2f5d,N8842P,DEFAULT,39.8209,-76.27,548.64,69.48,22511.52
2025-12-07T18:28:56.590617,ab63d7,DAL1963,A320,29.5435,-84.8142,8839.2,233.22,75647.24
2025-12-07T18:28:56.590617,8a02cb,AWQ211,DEFAULT,-5.126,107.2674,7101.84,207.43,67207.32
2025-12-07T18:28:56.590617,ac3656,N886YS,DEFAULT,38.7542,-79.5917,12192,119.57,38740.68
2025-12-07T18:28:56.590617,801633,AKJ238C,DEFAULT,13.19,77.6662,990.6,77.17,25003.08
2025-12-07T18:28:56.590617,c822e4,ANZ673,DEFAULT,-38.6221,173.9002,9547.86,230.92,74818.08
2025-12-07T18:28:56.590617,39de40,TVF63XE,DEFAULT,47.8132,7.225,9441.18,250.57,81184.68
2025-12-07T18:28:56.590617,4952ab,TAP225V,DEFAULT,38.4282,-11.4948,8267.7,205.61,66617.64
2025-12-07T18:28:56.590617,a295f6,N266H,DEFAULT,40.9796,-74.1403,563.88,62.86,20366.64
2025-12-07T18:28:56.590617,39de42,TVF14VZ,DEFAULT,44.7333,3.2077,5486.4,182.54,59142.96
2025-12-07T18:28:56.590617,a2355d,SKW4069,E175,44.2703,-95.6663,7010.4,200.52,49159.48
2025-12-07T18:28:56.590617,39de41,TVF50WP,DEFAULT,55.0204,11.8891,7246.62,201.78,65376.72
2025-12-07T18:28:56.590617,4952ae,TAP057,DEFAULT,-11.6497,-44.4087,12192,207.52,67236.48
2025-12-07T18:28:56.590617,80166c,AIC2017,DEFAULT,50.4313,9.2812,12192,225.01,72903.24
2025-12-07T18:28:56.590617,80166d,AXB1265,DEFAULT,18.0246,73.5757,10972.8,219.67,71173.08
2025-12-07T18:28:56.590617,e8023b,,DEFAULT,,,,1.8,583.2
2025-12-07T18:28:56.590617,80166a,AKJ569,DEFAULT,26.4233,51.384,11582.4,198.98,64469.52
2025-12-07T18:28:56.590617,a03d00,FFL1532,DEFAULT,40.6897,-74.0352,228.6,62.49,20246.76
2025-12-07T18:28:56.590617,adeca5,,DEFAULT,33.4391,-111.9988,,4.37,1415.88
2025-12-07T18:28:56.590617,ab0356,ASA1354,DEFAULT,18.2721,-94.6179,10363.2,239.04,77448.96
2025-12-07T18:28:56.590617,ae6309,BLZR299,DEFAULT,27.2254,-97.9818,0,165.55,53638.2
2025-12-07T18:28:56.590617,a2228b,ASA368,DEFAULT,36.0154,-103.2924,10668,268.27,86919.48
2025-12-07T18:28:56.590617,511188,MBU6CQ,DEFAULT,53.7992,9.27,2880.36,156.11,50579.64
2025-12-07T18:28:56.590617,ae6307,BLZR297,DEFAULT,27.7966,-98.13,2552.7,170.23,55154.52
2025-12-07T18:28:56.590617,511189,MBU2VF,DEFAULT,49.9151,6.1377,10972.8,250.58,81187.92
2025-12-07T18:28:56.590617,c822ed,ANZ184M,DEFAULT,-43.3837,172.6138,1051.56,86.65,28074.6
2025-12-07T18:28:56.590617,abacd2,UAL2131,B737,38.2819,-78.5208,8519.16,179.74,53382.78
2025-12-07T18:28:56.590617,aaef89,AAL2771,B737,41.9656,-87.9739,335.28,62.25,18488.25
2025-12-07T18:28:56.590617,c822ec,ANZ120M,DEFAULT,-39.5132,175.1452,5410.2,101.85,32999.4
2025-12-07T18:28:56.590617,4acb04,NSZ5503,DEFAULT,58.9677,16.7718,8153.4,219.88,71241.12
2025-12-07T18:28:56.590617,3c664e,DLH88Y,DEFAULT,42.6471,-0.5196,10668,222.31,72028.44
2025-12-07T18:28:56.590617,a6f0fd,N5463F,DEFAULT,26.5078,-80.8499,2430.78,81.59,26435.16
2025-12-07T18:28:56.590617,a47597,DAL751,A320,39.852,-104.6896,,7.72,2504.06
2025-12-07T18:28:56.590617,e80251,LPE2380,DEFAULT,-34.2127,-59.0422,2491.74,146.8,47563.2
2025-12-07T18:28:56.590617,ab034d,AAL259,B737,39.6691,-74.8396,2392.68,105.07,31205.79
2025-12-07T18:28:56.590617,ac1c3e,N88HU,DEFAULT,48.1122,-123.3883,586.74,56.41,18276.84
2025-12-07T18:28:56.590617,4bc8c9,PGT70ZQ,DEFAULT,36.6292,35.7971,5836.92,200.32,64903.68
2025-12-07T18:28:56.590617,4bc8c6,PGT505G,DEFAULT,40.9146,30.1853,2773.68,126.42,40960.08
2025-12-07T18:28:56.590617,40814a,AUR40LC,DEFAULT,51.3024,0.9042,2369.82,104.98,34013.52
2025-12-07T18:28:56.590617,4bc8c4,PGT1925,DEFAULT,38.7851,30.5643,9753.6,218.9,70923.6
2025-12-07T18:28:56.590617,a7b051,N595DM,DEFAULT,28.4743,-82.3783,7688.58,162.07,52510.68
2025-12-07T18:28:56.590617,a7b057,,DEFAULT,47.5953,-122.3167,922.02,68.94,22336.56
2025-12-07T18:28:56.590617,4bc8c2,PGT1922,DEFAULT,39.3951,29.9973,9646.92,240.49,77918.76
2025-12-07T18:28:56.590617,4bc8c3,PGT6KU,DEFAULT,41.3895,28.3301,5486.4,163.29,52905.96
2025-12-07T18:28:56.590617,a45b78,N380BW,DEFAULT,48.0766,-123.1055,1226.82,62.14,20133.36
2025-12-07T18:28:56.590617,ab0361,AAL2639,B737,37.398,-105.2608,10668,253.35,75244.95
2025-12-07T18:28:56.590617,ac8ffa,N9085Q,DEFAULT,39.9132,-74.3287,495.3,61.66,19977.84
2025-12-07T18:28:56.590617,e8024d,ARE4172,DEFAULT,5.6794,-73.7122,7010.4,197.67,64045.08
2025-12-07T18:28:56.590617,3c6678,DLH883,DEFAULT,50.0551,8.6497,411.48,71.65,23214.6
2025-12-07T18:28:56.590617,c02294,NCB2651,DEFAULT,56.3585,-120.7209,3489.96,99.6,32270.4
2025-12-07T18:28:56.590617,a88059,N647MK,DEFAULT,39.2941,-121.6885,8481.06,161.41,52296.84
2025-12-07T18:28:56.590617,ae26ad,C6587,DEFAULT,48.7766,-122.9807,137.16,47.18,15286.32
2025-12-07T18:28:56.590617,abf008,SWA910,DEFAULT,39.7978,-88.9402,9326.88,272.77,88377.48
2025-12-07T18:28:56.590617,e80260,LPE2294,DEFAULT,-9.0683,-78.0611,10668,234.64,76023.36
2025-12-07T18:28:56.590617,3c666e,DLH2NW,DEFAULT,52.799,10.779,7376.16,171.96,55715.04
2025-12-07T18:28:56.590617,511171,MBU8TN,DEFAULT,38.0625,-9.2104,10980.42,233.02,75498.48
2025-12-07T18:28:56.590617,a6409b,N5014R,DEFAULT,32.8729,-102.4829,2811.78,79.98,25913.52
2025-12-07T18:28:56.590617,a5f808,LXJ484,DEFAULT,35.9538,-115.676,3703.32,187.25,60669.0
2025-12-07T18:28:56.590617,3c666c,DLH1686,DEFAULT,47.4662,16.4639,10050.78,242.08,78433.92
2025-12-07T18:28:56.590617,511170,MBU6TH,DEFAULT,51.7418,5.1993,11582.4,248.31,80452.44
2025-12-07T18:28:56.590617,4952a6,TAP243U,DEFAULT,46.7444,-73.9718,12192,200.69,65023.56
2025-12-07T18:28:56.590617,acdfcf,N929CD,DEFAULT,39.9015,-105.1022,,2.31,748.44
2025-12-07T18:28:56.590617,a45b5b,N380AS,DEFAULT,40.0383,-76.9573,2385.06,68.2,22096.8
2025-12-07T18:28:56.590617,e80268,LPE2440,DEFAULT,-8.4341,-76.3843,10668,241.03,78093.72
2025-12-07T18:28:56.590617,a7b049,N595DD,DEFAULT,34.1699,-112.2739,3086.1,80.84,26192.16
2025-12-07T18:28:56.590617,ad563d,TYSON57,DEFAULT,40.1795,-79.1009,11582.4,178.24,57749.76
2025-12-07T18:28:56.590617,e49450,TAM4630,DEFAULT,-14.7847,-42.8789,11277.6,241.57,78268.68
2025-12-07T18:28:56.590617,e48120,GLO7658,DEFAULT,-28.0441,-48.6901,11590.02,210.71,68270.04
2025-12-07T18:28:56.590617,a9f035,N74AD,DEFAULT,37.216,-93.3989,487.68,52.64,17055.36
2025-12-07T18:28:56.590617,4bc8d3,PGT932X,DEFAULT,50.344,17.4323,10675.62,265.59,86051.16
2025-12-07T18:28:56.590617,3c6676,DLH6TX,DEFAULT,50.0346,8.535,,14.92,4834.08
2025-12-07T18:28:56.590617,4bc8d4,PGT882N,DEFAULT,41.4956,29.6312,7200.9,189.49,61394.76
2025-12-07T18:28:56.590617,e80269,LPE2390,DEFAULT,-8.9405,-76.4401,11285.22,225.9,73191.6
2025-12-07T18:28:56.590617,4bc8d2,PGT31JU,DEFAULT,40.328,30.6392,7551.42,166.31,53884.44
2025-12-07T18:28:56.590617,a65eb5,N5097J,DEFAULT,43.0895,-70.9327,914.4,77.66,25161.84
2025-12-07T18:28:56.590617,a4623a,N3816Q,DEFAULT,35.5659,-79.1283,281.94,38.97,12626.28
2025-12-07T18:28:56.590617,a34e9d,DAL2810,A320,40.7796,-73.878,,0.06,19.46
2025-12-07T18:28:56.590617,3442cc,ANE7050,DEFAULT,39.6946,-3.3965,6324.6,112.18,36346.32
2025-12-07T18:28:56.590617,a1b2ee,JBU771,DEFAULT,32.4741,-78.3105,10363.2,201.96,65435.04
2025-12-07T18:28:56.590617,80164f,AIC1706,DEFAULT,24.6387,76.9931,11269.98,205.21,66488.04
2025-12-07T18:28:56.590617,ac234f,UAL1355,B737,38.6598,-122.1129,7848.6,215.24,63926.28
2025-12-07T18:28:56.590617,ac101f,SWA3012,DEFAULT,30.4838,-97.8891,2987.04,153.45,49717.8
2025-12-07T18:28:56.590617,ad5679,DAL3242,A320,35.1675,-81.8897,6096,185.29,60100.66
2025-12-07T18:28:56.590617,adfff4,COOL11,DEFAULT,32.0378,-107.1191,3436.62,185.16,59991.84
2025-12-07T18:28:56.590617,471efa,WZZ465J,DEFAULT,63.9917,-22.6233,,3.6,1166.4
2025-12-07T18:28:56.590617,471efb,WZZ2049,DEFAULT,44.9383,17.5764,10668,254.03,82305.72
2025-12-07T18:28:56.590617,acdffc,DAL2478,A320,33.6454,-84.4409,,6.43,2085.63
2025-12-07T18:28:56.590617,3c667a,DLH087,DEFAULT,50.8239,7.5522,6164.58,220.36,71396.64
2025-12-07T18:28:56.590617,a3a538,FFT1407,DEFAULT,42.9341,-78.7348,,0,0.0
2025-12-07T18:28:56.590617,471efe,WMT5ST,DEFAULT,45.1724,24.9394,8161.02,215.94,69964.56
2025-12-07T18:28:56.590617,471eff,WMT4HV,DEFAULT,44.8629,13.8605,8770.62,249.74,80915.76
2025-12-07T18:28:56.590617,ad90a3,AAL2324,B737,32.898,-97.0353,,0,0.0
2025-12-07T18:28:56.590617,ac70ab,N900RH,DEFAULT,44.468,-87.565,1737.36,123.86,40130.64
2025-12-07T18:28:56.590617,471efc,WMT9328,DEFAULT,40.9833,6.6949,10058.4,218.44,70774.56
2025-12-07T18:28:56.590617,3c666f,DLH33U,DEFAULT,48.1191,16.5698,,7.46,2417.04
2025-12-07T18:28:56.590617,a963ea,N704FC,DEFAULT,30.8978,-82.6235,10187.94,251.44,81466.56
2025-12-07T18:28:56.590617,801667,AIC2249,DEFAULT,25.5536,52.9791,10355.58,210.16,68091.84
2025-12-07T18:28:56.590617,a950bf,N7KB,DEFAULT,26.9688,-102.5221,10363.2,213.5,69174.0
2025-12-07T18:28:56.590617,ad3006,EJA949,DEFAULT,39.8835,-102.8342,13106.4,187.06,60607.44
2025-12-07T18:28:56.590617,a59529,N459SP,DEFAULT,32.6054,-96.7629,1188.72,60.76,19686.24
2025-12-07T18:28:56.590617,ae13c0,GIZMO82,DEFAULT,33.8879,-97.2437,6697.98,135.82,44005.68
2025-12-07T18:28:56.590617,44029f,AUA776,DEFAULT,47.32,18.6064,9540.24,214.61,69533.64
2025-12-07T18:28:56.590617,acd3b8,N9254Y,DEFAULT,25.9924,-80.2187,213.36,38.72,12545.28
2025-12-07T18:28:56.590617,80165c,AXB257,DEFAULT,19.0915,72.7078,1188.72,140.78,45612.72
2025-12-07T18:28:56.590617,a830fb,N627HP,DEFAULT,33.2876,-116.9172,2545.08,59.76,19362.24
2025-12-07T18:28:56.590617,a4ab11,N40JA,DEFAULT,39.9503,-74.095,868.68,54.21,17564.04
2025-12-07T18:28:56.590617,a4ab14,N40JD,DEFAULT,32.7492,-103.0462,11582.4,202.16,65499.84
2025-12-07T18:28:56.590617,80165e,AXB1182,DEFAULT,13.1903,77.626,1211.58,76.14,24669.36
2025-12-07T18:28:56.590617,ae6317,HAWK252,DEFAULT,27.5669,-97.8761,1859.28,138.23,44786.52
2025-12-07T18:28:56.590617,a34e97,DAL886,A320,33.6336,-84.4291,,6.69,2169.97
2025-12-07T18:28:56.590617,511194,MBU8KZ,DEFAULT,42.0071,-9.2629,10980.42,252.41,81780.84
2025-12-07T18:28:56.590617,ae6313,BLZR245,DEFAULT,27.3716,-98.5163,4869.18,187.51,60753.24
2025-12-07T18:28:56.590617,a007a7,N1004Q,DEFAULT,37.973,-85.376,952.5,89.84,29108.16
2025-12-07T18:28:56.590617,ad4f81,KOW957,DEFAULT,41.8249,-83.6506,13106.4,206.06,66763.44
2025-12-07T18:28:56.590617,a3689e,DAL2195,A320,45.5932,-116.0663,10668,270.92,87875.61
2025-12-07T18:28:56.590617,ac1042,SWA595,DEFAULT,34.671,-121.3275,10363.2,214.82,69601.68
2025-12-07T18:28:56.590617,801672,AIC2840,DEFAULT,18.8942,73.1527,2743.2,125.53,40671.72
2025-12-07T18:28:56.590617,3442c2,ANE88KP,DEFAULT,39.6552,3.4925,2438.4,132.94,43072.56
2025-12-07T18:28:56.590617,a5e509,N4791E,DEFAULT,27.9678,-80.526,304.8,40.89,13248.36
2025-12-07T18:28:56.590617,51117d,ESCHE,DEFAULT,43.3199,7.8056,1577.34,117.71,38138.04
2025-12-07T18:28:56.590617,ad4f86,JSX202,DEFAULT,33.7206,-100.445,10972.8,182.37,59087.88
2025-12-07T18:28:56.590617,a4c527,RPA4450,DEFAULT,40.7748,-73.872,,0,0.0
2025-12-07T18:28:56.590617,ae630b,BLZR210,DEFAULT,27.7972,-98.1324,0,170.23,55154.52
2025-12-07T18:28:56.590617,a94b51,UAL451,B737,40.5659,-83.8609,5311.14,208.94,62055.18
2025-12-07T18:28:56.590617,0d11c0,MXA1731,DEFAULT,19.1771,-98.3718,9151.62,243.06,78751.44
2025-12-07T18:28:56.590617,3455da,VOE9MU,DEFAULT,48.5504,1.9543,3352.8,199.98,64793.52
2025-12-07T18:28:56.590617,aae1de,N800AA,DEFAULT,39.9154,-74.3005,1013.46,92.49,29966.76
2025-12-07T18:28:56.590617,0d0acd,AMX686,DEFAULT,39.0039,-90.7994,11277.6,256.63,83148.12
2025-12-07T18:28:56.590617,4acb43,SAS1470,DEFAULT,56.4355,12.2486,9235.44,179.13,58038.12
2025-12-07T18:28:56.590617,4acb45,SAS810,DEFAULT,53.8557,2.4897,10675.62,271.51,87969.24
2025-12-07T18:28:56.590617,4acb44,SAS39C,DEFAULT,59.4055,17.4291,6385.56,184.19,59677.56
2025-12-07T18:28:56.590617,ac21da,N881DC,DEFAULT,33.2734,-112.358,1280.16,81.71,26474.04
2025-12-07T18:28:56.590617,e0b28a,LVKJJ,DEFAULT,-31.9153,-60.4287,12192,180.28,58410.72
2025-12-07T18:28:56.590617,e80211,LPE2482,DEFAULT,-5.8745,-79.3909,9745.98,241.07,78106.68
2025-12-07T18:28:56.590617,a7bbe9,JBU551,DEFAULT,40.2935,-72.8151,10370.82,167.41,54240.84
2025-12-07T18:28:56.590617,a9fbb6,N742TW,DEFAULT,41.3013,-111.9642,2316.48,53.66,17385.84
2025-12-07T18:28:56.590617,0d0ae3,XAFUF,DEFAULT,26.2139,-81.3879,4236.72,189.54,61410.96
2025-12-07T18:28:56.590617,3c65a2,DLH762,DEFAULT,28.607,77.4836,1882.14,121.17,39259.08
2025-12-07T18:28:56.590617,a94b4d,UAL2269,B737,41.679,-91.3334,10058.4,266.97,79290.09
2025-12-07T18:28:56.590617,adda24,AAL2207,B737,32.8894,-97.032,,10.29,3056.13
2025-12-07T18:28:56.590617,aae1f8,N800BB,DEFAULT,30.896,-81.7476,8534.4,146.49,47462.76
2025-12-07T18:28:56.590617,a247b8,EJA246,DEFAULT,41.2724,-81.225,10972.8,179.94,58300.56
2025-12-07T18:28:56.590617,a94b4b,UAL2030,B737,30.0979,-94.5503,10668,258.16,76673.52
2025-12-07T18:28:56.590617,aae1f7,N800BA,DEFAULT,27.9402,-97.4439,487.68,94.33,30562.92
2025-12-07T18:28:56.590617,a915ff,N685CC,DEFAULT,38.1202,-85.1166,358.14,29.54,9570.96
2025-12-07T18:28:56.590617,4bb5d6,MNB933,DEFAULT,37.8071,30.6801,10972.8,229.07,74218.68
2025-12-07T18:28:56.590617,ad9128,N9730F,DEFAULT,27.0909,-80.6214,1097.28,48.66,15765.84
2025-12-07T18:28:56.590617,3c65ae,DLH773,DEFAULT,19.0348,89.049,10972.8,246.39,79830.36
